ID|Mosha|Udhetime_biznesore|Departamenti|Distanca_nga_shtepija|Fusha_edukimit|Ambientimi_punetorit|Gjinia|Involvimi_ne_detyra_pergjegjesi|Niveli_punes|Roli|Satisfaksioni_punedhenesit|Statusi_martesor|Ardhurat_mujore|Numri_kompanive_qe_kapunuar|OverTime|Ngritja_rroges_perqindje|Vite_pervoje_pune|Numri_trajnimeve_vitin_kaluar|Bilanci_pune_jete|Vitet_me_kompanine|Vitet_ne_rolin_aktual|Vitet_qe_nga_ngritja_pozites|Vitet_me_menagjerin_aktual|Largimi
1111|35|Travel_Rarely|Research & Development|2|Life Sciences|1|Female|3|1|Laboratory Technician|1|Divorced|2074|1|Yes|12|1|2|3|1|0|0|0|Yes
1112|53|Travel_Rarely|Research & Development|2|Technical Degree|3|Female|2|3|Manufacturing Director|4|Married|10169|0|No|16|34|4|3|33|7|1|9|Yes
1113|38|Travel_Rarely|Research & Development|2|Medical|3|Male|3|2|Manufacturing Director|2|Married|4855|4|No|11|7|2|3|5|2|1|4|Yes
1114|32|Non-Travel|Research & Development|1|Technical Degree|4|Male|3|2|Research Scientist|1|Married|4087|4|No|14|9|3|2|6|5|1|2|No
1115|48|Travel_Rarely|Research & Development|15|Other|3|Female|3|1|Research Scientist|1|Married|2367|8|No|12|10|3|2|8|2|7|6|No
1116|34|Travel_Rarely|Research & Development|7|Medical|1|Male|3|1|Research Scientist|4|Single|2972|1|No|13|1|4|1|1|0|0|0|No
1117|55|Travel_Rarely|Sales|26|Marketing|3|Male|2|5|Manager|4|Married|19586|1|No|21|36|3|3|36|6|2|13|No
1118|34|Travel_Rarely|Research & Development|1|Life Sciences|2|Male|3|2|Research Scientist|4|Married|5484|9|No|17|9|3|2|2|2|2|1|No
1119|26|Travel_Rarely|Research & Development|3|Life Sciences|1|Female|3|1|Research Scientist|4|Married|2061|1|No|21|1|5|3|1|0|0|0|No
1120|38|Travel_Rarely|Sales|14|Life Sciences|3|Male|3|2|Sales Executive|2|Married|9924|0|No|11|10|3|3|9|8|7|7|No
1121|38|Travel_Rarely|Sales|16|Life Sciences|2|Female|3|2|Sales Executive|2|Single|4198|2|No|12|8|5|4|3|2|1|2|No
1122|36|Travel_Rarely|Sales|1|Life Sciences|2|Female|3|2|Sales Executive|3|Single|6815|6|No|13|15|5|3|1|0|0|0|No
1123|29|Travel_Rarely|Research & Development|3|Medical|2|Male|3|1|Laboratory Technician|1|Single|4723|1|Yes|18|10|3|3|10|9|1|5|No
1124|35|Travel_Rarely|Research & Development|10|Medical|1|Female|3|2|Healthcare Representative|3|Single|6142|3|Yes|16|10|4|3|5|2|0|4|No
1125|39|Travel_Rarely|Sales|6|Medical|4|Male|4|3|Sales Executive|3|Married|8237|2|No|11|11|3|3|7|6|7|6|No
1126|29|Travel_Frequently|Research & Development|2|Life Sciences|1|Male|3|2|Healthcare Representative|4|Divorced|8853|1|No|19|6|0|4|6|4|1|3|No
1127|50|Travel_Rarely|Sales|9|Marketing|3|Male|3|5|Manager|3|Married|19331|4|Yes|16|27|2|3|1|0|0|0|No
1128|23|Travel_Rarely|Research & Development|10|Technical Degree|4|Male|4|1|Research Scientist|3|Married|2073|2|No|16|4|2|3|2|2|2|2|No
1129|36|Travel_Frequently|Research & Development|6|Life Sciences|1|Male|4|2|Laboratory Technician|1|Married|5562|3|Yes|13|9|3|3|3|2|0|2|No
1130|42|Travel_Rarely|Research & Development|9|Other|4|Male|2|5|Manager|4|Single|19613|8|No|22|24|2|3|1|0|0|1|No
1131|35|Travel_Rarely|Research & Development|28|Life Sciences|2|Male|4|2|Laboratory Technician|3|Married|3407|1|No|17|10|3|2|10|9|6|8|No
1132|34|Travel_Frequently|Research & Development|10|Technical Degree|4|Male|2|2|Healthcare Representative|3|Married|5063|1|No|14|8|3|2|8|2|7|7|No
1133|40|Travel_Rarely|Sales|14|Life Sciences|4|Female|3|2|Sales Executive|1|Married|4639|1|No|15|5|2|3|5|4|1|2|No
1134|43|Travel_Rarely|Research & Development|27|Technical Degree|4|Male|4|1|Laboratory Technician|2|Divorced|4876|5|No|12|8|0|3|6|4|0|2|No
1135|35|Travel_Rarely|Research & Development|7|Life Sciences|3|Male|2|1|Laboratory Technician|4|Married|2690|1|No|18|1|5|2|1|0|0|1|No
1136|46|Travel_Rarely|Sales|1|Life Sciences|4|Male|4|4|Manager|1|Single|17567|1|No|15|27|5|1|26|0|0|12|No
1137|28|Travel_Rarely|Research & Development|24|Medical|3|Male|3|1|Laboratory Technician|2|Married|2408|1|Yes|17|1|3|3|1|1|0|0|Yes
1138|22|Non-Travel|Research & Development|26|Other|2|Female|2|1|Research Scientist|3|Married|2814|1|Yes|14|4|2|2|4|2|1|3|No
1139|50|Travel_Frequently|Research & Development|20|Medical|2|Male|3|4|Healthcare Representative|3|Married|11245|2|Yes|15|32|3|3|30|8|12|13|No
1140|32|Travel_Rarely|Research & Development|5|Other|2|Female|4|1|Research Scientist|4|Married|3312|3|No|17|6|3|3|3|2|0|2|No
1141|44|Travel_Rarely|Research & Development|7|Medical|2|Female|3|5|Research Director|4|Divorced|19049|0|Yes|14|23|4|2|22|7|1|10|No
1142|30|Travel_Rarely|Research & Development|7|Medical|2|Male|2|1|Research Scientist|2|Married|2141|1|No|12|6|3|2|6|4|1|1|No
1143|45|Travel_Rarely|Research & Development|5|Medical|3|Female|1|2|Laboratory Technician|1|Single|5769|1|Yes|14|10|3|3|10|7|1|4|No
1144|45|Non-Travel|Sales|26|Marketing|1|Male|2|2|Sales Executive|1|Married|4385|1|No|15|10|2|3|10|7|4|5|No
1145|31|Travel_Frequently|Sales|2|Other|4|Male|3|2|Sales Executive|1|Single|5332|7|No|13|10|3|3|5|2|0|3|No
1146|36|Travel_Rarely|Research & Development|12|Life Sciences|3|Female|3|2|Manufacturing Director|3|Married|4663|9|Yes|12|7|2|3|3|2|1|1|No
1147|34|Travel_Frequently|Research & Development|10|Life Sciences|3|Male|4|2|Manufacturing Director|4|Divorced|4724|1|No|13|9|3|3|9|7|7|2|No
1148|49|Travel_Rarely|Research & Development|25|Life Sciences|3|Female|3|1|Laboratory Technician|1|Married|3211|1|No|14|10|3|2|9|6|1|4|No
1149|39|Travel_Rarely|Research & Development|10|Medical|2|Male|3|2|Manufacturing Director|1|Married|5377|2|No|13|10|3|3|7|7|7|7|No
1150|27|Travel_Rarely|Research & Development|19|Other|4|Male|2|1|Laboratory Technician|1|Divorced|4066|1|No|11|7|3|3|7|7|0|7|No
1151|35|Travel_Rarely|Research & Development|18|Life Sciences|2|Male|4|2|Research Scientist|1|Married|5208|1|No|11|16|2|3|16|15|1|10|No
1152|28|Travel_Rarely|Research & Development|27|Medical|2|Female|1|2|Manufacturing Director|1|Divorced|4877|0|No|21|6|5|2|5|3|0|0|No
1153|21|Travel_Rarely|Research & Development|5|Medical|3|Male|3|1|Research Scientist|4|Single|3117|1|No|18|3|2|3|2|2|2|2|No
1154|18|Travel_Frequently|Sales|3|Medical|2|Female|3|1|Sales Representative|4|Single|1569|1|Yes|12|0|2|4|0|0|0|0|Yes
1155|47|Travel_Rarely|Human Resources|26|Life Sciences|4|Female|3|5|Manager|3|Married|19658|3|No|11|27|2|3|5|2|1|0|No
1156|39|Travel_Rarely|Research & Development|3|Medical|3|Male|2|2|Laboratory Technician|3|Divorced|3069|0|No|15|11|3|3|10|8|0|7|No
1157|40|Travel_Rarely|Research & Development|15|Life Sciences|1|Female|2|3|Manufacturing Director|3|Married|10435|1|No|13|18|2|3|18|15|14|12|No
1158|35|Non-Travel|Research & Development|8|Life Sciences|3|Female|3|2|Healthcare Representative|3|Married|4148|1|No|12|15|5|3|14|11|2|9|No
1159|37|Travel_Rarely|Research & Development|19|Life Sciences|3|Male|3|2|Manufacturing Director|3|Married|5768|3|No|17|9|2|2|4|3|0|2|No
1160|39|Travel_Frequently|Research & Development|4|Medical|1|Female|3|2|Manufacturing Director|3|Single|5042|0|No|13|10|2|1|9|2|3|8|No
1161|45|Travel_Rarely|Research & Development|2|Other|4|Female|2|2|Manufacturing Director|4|Divorced|5770|1|No|19|10|3|3|10|7|3|9|No
1162|38|Travel_Rarely|Research & Development|2|Medical|4|Female|2|3|Manufacturing Director|3|Married|7756|3|Yes|19|10|6|4|5|4|0|2|No
1163|35|Travel_Rarely|Sales|10|Medical|4|Male|2|3|Sales Executive|1|Married|10306|9|No|17|15|3|3|13|12|6|0|Yes
1164|37|Travel_Rarely|Research & Development|10|Medical|2|Female|3|1|Research Scientist|2|Married|3936|1|No|11|8|2|1|8|4|7|7|No
1165|40|Travel_Rarely|Research & Development|16|Life Sciences|3|Female|3|3|Manufacturing Director|4|Single|7945|6|Yes|15|18|2|2|4|2|3|3|No
1166|44|Travel_Frequently|Human Resources|1|Human Resources|1|Male|3|2|Human Resources|4|Married|5743|4|Yes|11|14|3|3|10|7|0|2|No
1167|48|Travel_Frequently|Research & Development|4|Medical|3|Male|2|4|Manager|4|Married|15202|2|No|25|23|3|3|2|2|2|2|No
1168|35|Travel_Rarely|Sales|15|Medical|1|Male|1|2|Sales Executive|4|Divorced|5440|6|Yes|14|7|2|2|2|2|2|2|Yes
1169|24|Travel_Frequently|Research & Development|2|Technical Degree|1|Female|3|1|Research Scientist|4|Single|3760|1|Yes|13|6|2|3|6|3|1|3|No
1170|27|Travel_Rarely|Research & Development|8|Medical|2|Female|4|1|Research Scientist|3|Married|3517|7|No|17|5|0|3|3|2|0|2|No
1171|27|Travel_Frequently|Research & Development|2|Medical|4|Male|3|1|Research Scientist|4|Single|2580|2|No|13|6|0|2|4|2|1|2|No
1172|40|Travel_Rarely|Research & Development|7|Life Sciences|1|Male|3|1|Laboratory Technician|1|Single|2166|3|Yes|14|10|3|1|4|2|0|3|Yes
1173|29|Travel_Rarely|Sales|10|Medical|3|Male|2|2|Sales Executive|3|Single|5869|9|No|11|8|2|3|5|2|1|4|No
1174|36|Travel_Rarely|Research & Development|5|Life Sciences|2|Female|3|3|Healthcare Representative|1|Married|8008|4|No|12|9|6|3|3|2|0|2|No
1175|25|Travel_Frequently|Research & Development|2|Life Sciences|4|Male|4|2|Manufacturing Director|3|Divorced|5206|1|No|17|7|6|3|7|7|0|7|No
1176|39|Travel_Rarely|Research & Development|12|Medical|4|Male|3|2|Manufacturing Director|2|Married|5295|4|No|21|7|3|3|5|4|1|0|No
1177|49|Travel_Rarely|Research & Development|22|Other|1|Female|3|4|Research Director|2|Married|16413|3|No|16|27|2|3|4|2|1|2|No
1178|50|Travel_Rarely|Research & Development|17|Life Sciences|4|Female|2|3|Research Director|1|Divorced|13269|5|No|15|19|3|3|14|11|1|11|No
1179|20|Travel_Rarely|Sales|2|Medical|3|Female|3|1|Sales Representative|3|Single|2783|1|No|19|2|3|3|2|2|2|2|No
1180|34|Travel_Rarely|Research & Development|3|Life Sciences|4|Female|3|2|Research Scientist|2|Divorced|5433|1|No|12|11|2|3|11|8|7|9|No
1181|36|Travel_Rarely|Research & Development|7|Life Sciences|1|Male|3|1|Laboratory Technician|2|Single|2013|2|No|11|15|4|3|4|3|1|3|No
1182|49|Travel_Rarely|Research & Development|6|Life Sciences|3|Female|2|4|Healthcare Representative|3|Married|13966|2|Yes|19|30|3|3|15|11|2|12|No
1183|36|Non-Travel|Research & Development|1|Medical|4|Female|2|2|Manufacturing Director|3|Married|4374|0|No|15|4|6|3|3|2|1|2|No
1184|36|Travel_Rarely|Research & Development|3|Life Sciences|4|Male|4|2|Healthcare Representative|1|Divorced|6842|6|No|20|13|3|3|5|4|0|4|No
1185|54|Travel_Rarely|Research & Development|22|Medical|2|Female|3|4|Manager|3|Married|17426|3|No|25|36|6|3|10|8|4|7|No
1186|43|Travel_Rarely|Research & Development|15|Life Sciences|3|Male|2|4|Research Director|3|Married|17603|1|No|24|14|3|3|14|10|6|11|No
1187|35|Travel_Frequently|Sales|12|Other|4|Male|3|2|Sales Executive|4|Single|4581|3|Yes|24|13|2|4|11|9|6|7|Yes
1188|38|Travel_Frequently|Research & Development|1|Life Sciences|4|Male|3|2|Research Scientist|4|Married|4735|7|No|15|19|4|4|13|11|2|9|No
1189|29|Travel_Rarely|Sales|5|Medical|1|Male|2|2|Sales Executive|2|Divorced|4187|1|Yes|13|10|3|2|10|0|0|9|No
1190|33|Travel_Rarely|Sales|2|Medical|4|Male|3|2|Sales Executive|4|Divorced|5505|1|No|14|6|5|3|6|2|0|4|No
1191|32|Travel_Rarely|Research & Development|2|Medical|4|Male|3|2|Research Scientist|2|Divorced|5470|0|No|13|10|4|2|9|5|1|6|No
1192|31|Travel_Rarely|Sales|5|Life Sciences|1|Female|3|2|Sales Executive|4|Married|5476|1|No|11|10|2|3|10|0|0|2|No
1193|49|Travel_Rarely|Research & Development|16|Medical|4|Female|3|1|Laboratory Technician|1|Divorced|2587|4|Yes|16|17|2|2|2|2|2|2|No
1194|38|Travel_Frequently|Research & Development|2|Medical|4|Female|2|1|Laboratory Technician|2|Single|2440|1|No|22|4|3|3|4|3|3|3|No
1195|47|Travel_Rarely|Sales|2|Life Sciences|2|Female|4|4|Manager|2|Divorced|15972|6|No|14|29|2|3|3|2|1|2|No
1196|49|Travel_Rarely|Research & Development|1|Life Sciences|3|Male|3|4|Manager|3|Single|15379|4|No|14|23|2|3|8|7|0|0|No
1197|41|Travel_Rarely|Sales|23|Life Sciences|4|Male|3|3|Sales Executive|3|Single|7082|3|Yes|16|21|2|3|2|0|0|2|No
1198|20|Travel_Rarely|Sales|9|Life Sciences|4|Male|3|1|Sales Representative|1|Single|2728|1|No|11|2|3|3|2|2|0|2|No
1199|33|Non-Travel|Sales|16|Life Sciences|3|Female|3|2|Sales Executive|4|Divorced|5368|1|Yes|25|7|2|3|6|5|1|2|No
1200|36|Travel_Rarely|Research & Development|26|Life Sciences|1|Male|3|2|Healthcare Representative|3|Married|5347|6|No|14|10|2|2|3|2|0|2|No
1201|44|Travel_Rarely|Human Resources|1|Life Sciences|3|Female|3|1|Human Resources|4|Divorced|3195|4|Yes|18|8|2|3|2|2|2|2|No
1202|23|Travel_Rarely|Research & Development|8|Medical|4|Male|2|1|Laboratory Technician|3|Single|3989|1|Yes|11|5|2|3|5|4|1|2|Yes
1203|38|Travel_Rarely|Research & Development|4|Medical|4|Female|3|1|Laboratory Technician|3|Married|3306|7|No|19|7|5|2|0|0|0|0|No
1204|53|Travel_Rarely|Research & Development|24|Medical|2|Male|4|3|Healthcare Representative|4|Married|7005|3|No|15|11|2|3|4|3|1|2|No
1205|48|Travel_Frequently|Sales|7|Medical|4|Female|3|1|Sales Representative|3|Married|2655|2|Yes|11|19|3|3|9|7|7|7|Yes
1206|32|Travel_Rarely|Research & Development|2|Life Sciences|4|Male|3|1|Laboratory Technician|2|Single|1393|1|No|12|1|2|3|1|0|0|0|Yes
1207|26|Non-Travel|Research & Development|7|Medical|4|Male|3|1|Laboratory Technician|4|Single|2570|1|No|20|7|5|3|7|7|5|7|No
1208|55|Travel_Rarely|Research & Development|22|Technical Degree|1|Male|2|1|Research Scientist|2|Divorced|3537|5|No|12|8|1|3|4|2|1|2|No
1209|34|Travel_Rarely|Research & Development|5|Medical|2|Male|2|2|Laboratory Technician|4|Married|3986|1|No|14|15|3|4|15|10|4|13|No
1210|60|Travel_Rarely|Research & Development|1|Medical|3|Male|1|3|Healthcare Representative|4|Divorced|10883|3|No|20|19|2|4|1|0|0|0|No
1211|33|Travel_Rarely|Research & Development|21|Medical|2|Male|4|1|Laboratory Technician|2|Married|2028|1|No|18|14|6|3|14|11|2|13|No
1212|37|Travel_Frequently|Sales|1|Medical|3|Male|1|2|Sales Executive|4|Divorced|9525|1|No|14|6|2|2|6|3|1|3|No
1213|34|Travel_Rarely|Research & Development|19|Life Sciences|2|Female|2|1|Research Scientist|4|Married|2929|1|No|12|10|3|3|10|9|8|7|No
1214|23|Travel_Rarely|Sales|7|Life Sciences|3|Male|3|1|Sales Representative|4|Divorced|2275|1|Yes|21|3|2|3|3|2|0|2|Yes
1215|44|Travel_Rarely|Research & Development|2|Life Sciences|3|Female|4|3|Healthcare Representative|4|Married|7879|1|Yes|19|9|2|3|8|7|6|7|No
1216|35|Travel_Frequently|Research & Development|2|Medical|1|Male|2|1|Research Scientist|4|Single|4930|0|Yes|14|6|2|4|5|4|1|4|No
1217|43|Travel_Rarely|Sales|2|Medical|4|Male|3|2|Sales Executive|4|Married|7847|1|Yes|17|10|3|3|10|9|8|8|No
1218|24|Travel_Rarely|Research & Development|9|Medical|3|Male|4|1|Research Scientist|3|Married|4401|1|No|16|5|1|3|5|3|0|4|No
1219|41|Travel_Rarely|Sales|6|Marketing|4|Male|3|3|Sales Executive|3|Single|9241|1|No|12|10|3|3|10|8|8|7|No
1220|29|Travel_Rarely|Research & Development|9|Medical|4|Female|3|1|Laboratory Technician|3|Married|2974|9|No|17|9|2|3|5|3|1|2|No
1221|36|Travel_Rarely|Sales|2|Life Sciences|3|Female|3|2|Sales Representative|4|Single|4502|3|No|15|17|2|2|13|7|6|7|No
1222|45|Non-Travel|Research & Development|1|Life Sciences|3|Male|2|3|Healthcare Representative|3|Married|10748|3|No|23|25|3|2|23|15|14|4|No
1223|24|Travel_Rarely|Human Resources|22|Human Resources|4|Male|1|1|Human Resources|3|Married|1555|1|No|11|1|2|3|1|0|0|0|Yes
1224|47|Travel_Frequently|Sales|9|Life Sciences|3|Male|1|4|Sales Executive|3|Married|12936|7|No|11|25|3|1|23|5|14|10|Yes
1225|26|Travel_Rarely|Research & Development|17|Medical|4|Male|1|1|Laboratory Technician|3|Married|2305|1|No|15|3|3|4|3|2|0|2|No
1226|45|Travel_Rarely|Research & Development|28|Technical Degree|4|Female|2|4|Research Director|2|Single|16704|1|No|11|21|2|3|21|6|8|6|No
1227|32|Travel_Frequently|Research & Development|10|Life Sciences|1|Male|3|1|Research Scientist|3|Married|3433|6|No|13|10|3|2|5|2|1|3|No
1228|31|Travel_Rarely|Research & Development|2|Life Sciences|2|Male|3|1|Laboratory Technician|3|Married|3477|1|No|14|6|2|4|5|2|0|3|No
1229|41|Non-Travel|Human Resources|4|Human Resources|3|Male|1|2|Human Resources|2|Married|6430|6|No|19|10|4|3|3|2|1|2|No
1230|40|Travel_Rarely|Research & Development|8|Life Sciences|2|Female|3|2|Manufacturing Director|1|Married|6516|2|Yes|16|18|3|3|1|0|0|0|No
1231|24|Travel_Rarely|Research & Development|29|Medical|2|Male|3|1|Laboratory Technician|1|Divorced|3907|1|No|13|6|2|4|6|2|1|2|No
1232|46|Travel_Rarely|Research & Development|13|Life Sciences|3|Male|3|2|Healthcare Representative|2|Single|5562|6|No|14|19|3|3|10|7|0|9|No
1233|35|Travel_Rarely|Research & Development|27|Life Sciences|4|Male|3|2|Manufacturing Director|3|Married|6883|2|No|16|17|3|3|7|7|0|7|No
1234|30|Travel_Rarely|Research & Development|16|Life Sciences|2|Male|3|1|Research Scientist|4|Married|2862|1|No|12|10|2|2|10|0|0|8|No
1235|47|Non-Travel|Sales|2|Marketing|3|Male|3|2|Sales Executive|2|Married|4978|7|No|11|4|3|1|1|0|0|0|No
1236|46|Travel_Rarely|Sales|2|Life Sciences|3|Male|3|3|Sales Executive|4|Divorced|10368|4|Yes|12|13|5|2|10|6|0|3|No
1237|36|Travel_Rarely|Sales|13|Marketing|2|Male|2|2|Sales Executive|1|Divorced|6134|5|Yes|13|16|3|3|2|2|2|2|Yes
1238|32|Travel_Rarely|Sales|1|Life Sciences|1|Male|1|2|Sales Executive|2|Single|6735|6|No|15|10|2|3|0|0|0|0|Yes
1239|23|Travel_Rarely|Research & Development|4|Medical|3|Female|3|1|Laboratory Technician|2|Single|3295|1|No|13|3|3|1|3|2|1|2|No
1240|31|Travel_Frequently|Research & Development|24|Technical Degree|4|Female|3|2|Manufacturing Director|4|Single|5238|2|No|20|9|3|2|5|4|1|4|No
1241|39|Non-Travel|Research & Development|1|Life Sciences|4|Male|3|2|Laboratory Technician|4|Married|6472|1|Yes|15|9|2|3|9|8|5|8|No
1242|32|Travel_Rarely|Sales|19|Life Sciences|4|Male|1|3|Sales Executive|3|Married|9610|3|No|13|10|2|1|4|3|0|2|No
1243|40|Travel_Rarely|Sales|7|Medical|2|Male|3|5|Manager|2|Single|19833|1|No|14|21|3|2|21|8|12|8|No
1244|45|Travel_Rarely|Human Resources|4|Life Sciences|3|Female|1|3|Human Resources|3|Married|9756|4|No|21|9|2|4|5|0|0|3|No
1245|30|Travel_Frequently|Research & Development|2|Technical Degree|4|Female|2|1|Research Scientist|1|Single|4968|0|No|16|10|2|3|9|7|0|7|No
1246|24|Travel_Frequently|Human Resources|10|Medical|1|Male|3|1|Human Resources|4|Married|2145|0|No|14|3|2|3|2|2|2|1|No
1247|30|Travel_Frequently|Human Resources|8|Human Resources|3|Female|2|1|Human Resources|4|Divorced|2180|6|No|11|6|0|2|4|2|1|2|Yes
1248|31|Travel_Rarely|Sales|5|Technical Degree|1|Male|3|2|Sales Executive|3|Married|8346|1|No|19|6|3|3|5|2|0|2|No
1249|27|Travel_Rarely|Research & Development|8|Medical|3|Female|3|1|Research Scientist|4|Single|3445|1|No|11|6|5|2|6|2|1|4|No
1250|29|Travel_Rarely|Sales|9|Marketing|2|Female|1|1|Sales Representative|2|Single|2760|1|No|13|2|3|3|2|2|2|2|Yes
1251|29|Travel_Frequently|Research & Development|1|Life Sciences|4|Male|4|2|Healthcare Representative|3|Single|6294|8|Yes|12|10|5|4|3|2|0|2|No
1252|30|Travel_Rarely|Sales|15|Marketing|3|Male|2|3|Sales Executive|1|Divorced|7140|2|No|11|12|2|3|7|7|1|7|No
1253|34|Travel_Rarely|Research & Development|2|Medical|4|Male|4|1|Research Scientist|4|Married|2932|0|Yes|14|6|3|3|5|0|1|2|No
1254|33|Non-Travel|Sales|2|Marketing|4|Female|3|2|Sales Executive|2|Single|5147|8|No|15|13|2|2|11|7|1|7|No
1255|49|Travel_Rarely|Sales|11|Marketing|4|Female|3|2|Sales Executive|4|Single|4507|3|No|12|8|1|4|5|1|0|4|No
1256|33|Travel_Rarely|Sales|16|Life Sciences|1|Female|3|3|Sales Executive|1|Single|8564|2|Yes|20|11|2|2|0|0|0|0|Yes
1257|38|Travel_Frequently|Research & Development|2|Medical|3|Female|2|1|Laboratory Technician|2|Married|2468|4|No|14|9|4|2|6|1|0|5|No
1258|31|Travel_Rarely|Sales|16|Marketing|1|Male|3|3|Sales Executive|3|Married|8161|2|No|13|10|2|3|1|0|0|0|Yes
1259|29|Travel_Rarely|Research & Development|4|Technical Degree|4|Female|2|1|Research Scientist|1|Divorced|2109|1|No|13|1|2|3|1|0|0|0|No
1260|30|Travel_Rarely|Research & Development|16|Life Sciences|3|Male|4|2|Healthcare Representative|3|Married|5294|3|No|16|10|3|3|7|0|1|7|No
1261|32|Non-Travel|Research & Development|5|Technical Degree|2|Male|3|1|Research Scientist|2|Single|2718|2|No|14|12|3|3|7|7|0|7|No
1262|38|Travel_Rarely|Research & Development|18|Medical|2|Male|1|2|Healthcare Representative|4|Married|5811|3|Yes|16|15|2|3|1|0|1|0|No
1263|43|Travel_Frequently|Research & Development|17|Technical Degree|3|Male|2|1|Research Scientist|3|Married|2437|9|Yes|16|6|4|3|1|0|0|0|Yes
1264|42|Travel_Rarely|Research & Development|12|Medical|2|Male|3|1|Laboratory Technician|2|Divorced|2766|8|No|22|7|6|2|5|3|0|4|No
1265|55|Travel_Rarely|Research & Development|2|Medical|3|Male|2|5|Research Director|1|Married|19038|8|No|12|34|2|3|1|0|0|0|No
1266|33|Non-Travel|Research & Development|4|Technical Degree|4|Male|3|2|Research Scientist|2|Divorced|3055|5|No|15|11|2|2|9|8|1|7|No
1267|41|Travel_Rarely|Research & Development|9|Life Sciences|3|Male|3|1|Laboratory Technician|1|Divorced|2289|1|No|20|5|2|3|5|3|0|4|No
1268|34|Non-Travel|Sales|10|Life Sciences|4|Male|3|2|Sales Executive|3|Divorced|4001|1|Yes|14|15|3|3|15|14|0|7|No
1269|53|Non-Travel|Research & Development|1|Medical|1|Female|2|4|Manufacturing Director|3|Married|12965|4|Yes|20|27|2|2|3|2|0|2|No
1270|43|Travel_Rarely|Human Resources|2|Life Sciences|2|Male|3|1|Human Resources|4|Single|3539|0|No|13|10|5|3|9|7|1|8|No
1271|34|Travel_Rarely|Sales|3|Life Sciences|4|Female|1|2|Sales Executive|4|Single|6029|5|No|12|6|3|3|2|2|2|2|No
1272|21|Travel_Rarely|Sales|7|Marketing|2|Male|3|1|Sales Representative|2|Single|2679|1|No|13|1|3|3|1|0|1|0|Yes
1273|38|Travel_Rarely|Research & Development|6|Other|4|Female|2|1|Laboratory Technician|3|Married|3702|1|No|11|5|3|3|5|4|0|4|No
1274|22|Travel_Rarely|Research & Development|8|Medical|3|Female|3|1|Laboratory Technician|1|Married|2398|1|Yes|17|1|6|3|1|0|0|0|Yes
1275|31|Travel_Rarely|Sales|29|Marketing|1|Female|2|2|Sales Executive|4|Married|5468|1|No|14|13|3|3|12|7|5|7|No
1276|51|Travel_Rarely|Research & Development|3|Technical Degree|1|Female|3|3|Manager|3|Married|13116|2|No|11|15|2|3|2|2|2|2|No
1277|37|Travel_Rarely|Sales|9|Marketing|2|Male|2|2|Sales Executive|2|Married|4189|1|No|14|5|2|3|5|2|0|3|No
1278|46|Travel_Rarely|Research & Development|2|Medical|3|Male|3|5|Research Director|4|Divorced|19328|7|Yes|17|24|3|3|2|1|2|2|No
1279|36|Travel_Rarely|Research & Development|10|Life Sciences|4|Male|3|3|Healthcare Representative|1|Married|8321|7|Yes|13|15|1|3|12|8|5|7|No
1280|44|Travel_Frequently|Research & Development|1|Medical|3|Male|3|1|Research Scientist|2|Divorced|2342|1|Yes|12|6|2|2|5|3|2|3|Yes
1281|37|Travel_Rarely|Human Resources|8|Other|3|Male|3|2|Human Resources|2|Divorced|4071|2|No|13|19|4|2|10|0|4|7|No
1282|35|Travel_Rarely|Sales|27|Life Sciences|3|Male|3|2|Sales Executive|4|Single|5813|1|Yes|18|10|2|3|10|7|7|7|Yes
1283|33|Travel_Rarely|Research & Development|8|Life Sciences|4|Male|4|1|Research Scientist|1|Married|3143|6|No|19|14|1|3|10|8|7|6|No
1284|28|Travel_Rarely|Research & Development|1|Life Sciences|3|Male|3|1|Research Scientist|4|Married|2044|1|No|11|5|6|4|5|3|0|3|No
1285|39|Travel_Rarely|Research & Development|10|Medical|3|Male|3|3|Research Director|3|Single|13464|7|No|21|9|3|3|4|3|2|2|No
1286|46|Non-Travel|Sales|26|Life Sciences|2|Male|2|2|Sales Executive|2|Single|7991|8|No|15|6|3|3|2|2|2|2|No
1287|40|Travel_Rarely|Research & Development|2|Life Sciences|3|Female|3|1|Laboratory Technician|1|Married|3377|4|No|17|7|5|2|4|3|0|2|No
1288|42|Travel_Rarely|Research & Development|13|Medical|2|Male|4|2|Healthcare Representative|1|Married|5538|5|No|18|10|2|2|0|0|0|0|No
1289|35|Non-Travel|Research & Development|2|Medical|2|Male|3|2|Manufacturing Director|4|Divorced|5762|2|No|14|15|6|3|7|7|1|7|No
1290|38|Non-Travel|Human Resources|2|Human Resources|1|Male|3|1|Human Resources|2|Divorced|2592|5|No|13|13|3|3|11|10|3|8|No
1291|34|Travel_Frequently|Research & Development|9|Life Sciences|4|Male|3|2|Laboratory Technician|1|Married|5346|4|No|17|11|3|2|7|1|0|7|Yes
1292|37|Travel_Rarely|Research & Development|10|Medical|4|Male|3|2|Manufacturing Director|1|Single|4213|1|No|15|10|4|1|10|3|0|8|Yes
1293|39|Travel_Frequently|Sales|20|Life Sciences|3|Male|3|2|Sales Executive|4|Divorced|4127|2|No|18|7|6|3|2|1|2|2|No
1294|43|Non-Travel|Research & Development|9|Life Sciences|1|Male|3|1|Research Scientist|3|Single|2438|4|No|13|7|2|2|3|2|1|2|No
