ID|Mosha|Gjinia|Familja|Niveli_edukimit|Statusi_martesor|Te_Ardhurat_vjetore|Lloji_cc|Muajt_me_banken|Muajt_joaktiv_gjatevitit|sa_here_ka_kontaktuar_banken|CC_limiti|CC_shuma_perdorur|CC_shuma_paperdorur|Transaksioni_Fundit|Numri_transaksioneve|Indikatori_Largim
715617333|36|F|2|Graduate|Married|Less than $40K|Blue|26|3|2|1438.3|0|1438.3|4957|88|Ekzistues
714230808|36|F|4|College|Married|Less than $40K|Blue|36|4|1|2466|1750|716|5005|76|Ekzistues
715866033|37|F|2|High School|Single|Less than $40K|Blue|36|2|1|2535|1352|1183|3840|72|Ekzistues
718065333|39|F|4|Graduate|Married|$40K - $60K|Blue|29|4|3|2385|1971|414|3711|81|Ekzistues
710756133|40|F|3|Unknown|Married|Less than $40K|Blue|31|6|1|1811|821|990|4290|73|Ekzistues
713873658|45|M|4|High School|Single|$120K +|Blue|37|3|3|2701|1986|715|4767|76|Ekzistues
771499233|46|F|4|High School|Married|Less than $40K|Blue|34|1|3|5387|1133|4254|4374|76|Ekzistues
711274458|38|F|3|High School|Married|Less than $40K|Blue|27|3|3|1438.3|0|1438.3|2478|45|Larguar
790108908|44|M|2|Post-Graduate|Married|$80K - $120K|Blue|37|1|1|34058|0|34058|4043|57|Ekzistues
797389758|42|F|2|Graduate|Married|$40K - $60K|Silver|36|2|1|16290|0|16290|4232|79|Ekzistues
827100333|49|F|3|High School|Married|Less than $40K|Blue|45|3|2|1438.3|726|712.3|5208|93|Ekzistues
711647808|55|F|3|Graduate|Single|Less than $40K|Blue|36|1|3|2069|1028|1041|4414|82|Ekzistues
714035283|56|F|1|Post-Graduate|Married|Less than $40K|Blue|36|2|2|2802|2256|546|2371|46|Larguar
720553158|39|F|1|Graduate|Single|Less than $40K|Blue|31|2|1|3390|2222|1168|5001|82|Ekzistues
717924933|48|F|2|Post-Graduate|Divorced|Unknown|Blue|37|4|2|3745|1291|2454|4956|88|Ekzistues
802856508|42|M|2|Graduate|Single|$80K - $120K|Blue|36|3|1|26690|0|26690|4363|76|Ekzistues
708376983|58|F|1|Unknown|Single|Unknown|Blue|50|2|2|8513|799|7714|2119|37|Larguar
712673283|36|F|4|Unknown|Single|Less than $40K|Blue|26|2|3|1438.3|0|1438.3|4886|85|Ekzistues
711862533|55|F|1|Uneducated|Married|Less than $40K|Blue|36|3|2|2258|2000|258|2500|42|Larguar
772407333|41|F|3|Unknown|Married|Less than $40K|Blue|30|3|3|1654|0|1654|1730|30|Larguar
778356408|51|F|3|College|Divorced|$40K - $60K|Blue|31|2|2|2768|1329|1439|4275|78|Ekzistues
716791908|43|M|1|College|Married|$80K - $120K|Blue|23|2|1|14566|1045|13521|4480|77|Ekzistues
757761033|35|F|3|Graduate|Single|$40K - $60K|Blue|28|6|2|3250|1560|1690|4673|73|Ekzistues
758186433|37|F|1|Uneducated|Single|Less than $40K|Blue|30|2|3|2353|1095|1258|5038|84|Ekzistues
786546783|59|F|0|College|Married|$40K - $60K|Blue|53|2|0|1438.3|0|1438.3|4457|79|Ekzistues
789634983|59|M|1|Graduate|Married|$40K - $60K|Blue|53|1|2|4188|2200|1988|4911|86|Ekzistues
720654183|45|M|4|Graduate|Married|$80K - $120K|Blue|35|3|3|23542|1307|22235|2152|46|Larguar
715880283|57|M|1|High School|Single|$120K +|Blue|47|4|2|9272|982|8290|4649|89|Ekzistues
719990358|36|F|3|High School|Married|Less than $40K|Blue|28|1|1|1967|0|1967|4620|77|Ekzistues
779348358|52|F|1|Uneducated|Single|Less than $40K|Blue|37|3|4|1717|0|1717|3004|46|Larguar
715130808|45|M|3|Graduate|Single|$60K - $80K|Silver|34|1|1|34516|1664|32852|4912|80|Ekzistues
713818158|50|M|1|Doctorate|Single|$80K - $120K|Blue|41|4|2|5068|991|4077|5173|64|Ekzistues
709728183|46|F|3|College|Married|Less than $40K|Blue|39|2|3|1438.3|0|1438.3|4370|79|Ekzistues
715797783|55|F|1|Uneducated|Divorced|$40K - $60K|Blue|47|2|3|2697|1863|834|4615|81|Ekzistues
710879283|51|M|1|High School|Married|Less than $40K|Blue|41|4|3|1438.3|0|1438.3|4312|81|Ekzistues
827051808|44|F|0|College|Married|Less than $40K|Blue|40|4|2|7499|1083|6416|2478|45|Larguar
710484408|39|M|4|Post-Graduate|Married|$120K +|Blue|29|3|3|8700|1742|6958|2306|50|Larguar
817108083|55|M|3|Unknown|Single|$60K - $80K|Blue|35|3|3|14266|1341|12925|1625|34|Larguar
715995933|46|M|0|Graduate|Single|$120K +|Blue|36|2|1|2692|1631|1061|4619|83|Ekzistues
713567958|54|F|3|College|Single|Less than $40K|Blue|36|4|2|2957|1408|1549|4280|82|Ekzistues
779118708|50|F|2|Unknown|Single|Less than $40K|Blue|32|3|1|1438.3|0|1438.3|4598|78|Ekzistues
721484283|51|F|3|High School|Married|Less than $40K|Blue|36|2|1|3007|2517|490|4985|84|Ekzistues
708817608|41|F|3|High School|Married|Unknown|Blue|24|1|1|3427|1419|2008|4218|74|Ekzistues
789231858|59|M|1|Unknown|Married|$60K - $80K|Blue|48|3|3|1438.3|642|796.3|5177|79|Ekzistues
788661408|47|F|3|Uneducated|Married|Less than $40K|Blue|33|5|2|2990|890|2100|4757|79|Ekzistues
813449508|61|M|0|Graduate|Married|$60K - $80K|Blue|56|2|3|9918|850|9068|2485|40|Larguar
789925833|50|F|2|High School|Married|Unknown|Blue|41|1|1|8159|2277|5882|4402|64|Ekzistues
709296558|53|M|2|Graduate|Single|$120K +|Blue|36|2|2|18551|1434|17117|5364|90|Ekzistues
780180033|31|F|0|Graduate|Married|Less than $40K|Blue|20|1|1|1438.3|0|1438.3|4397|86|Ekzistues
713474733|51|M|2|Graduate|Single|$80K - $120K|Blue|31|3|2|1438.3|327|1111.3|1783|40|Larguar
771527508|60|M|2|Graduate|Single|$60K - $80K|Blue|48|4|1|10886|1145|9741|3488|66|Ekzistues
709614333|59|F|0|High School|Single|Unknown|Blue|36|3|1|10457|2148|8309|4649|74|Ekzistues
767005683|60|M|0|Unknown|Single|$40K - $60K|Blue|46|2|1|1781|1551|230|3527|66|Ekzistues
718686558|50|M|2|Unknown|Married|$120K +|Blue|43|2|1|34516|1156|33360|3974|65|Ekzistues
715655283|42|F|3|Graduate|Married|Less than $40K|Blue|33|3|3|2363|1495|868|4420|65|Ekzistues
819631158|54|F|4|Post-Graduate|Married|Less than $40K|Blue|49|3|2|2802|2219|583|5924|88|Ekzistues
710866758|42|F|4|High School|Married|Less than $40K|Blue|31|1|2|1640|888|752|4074|73|Ekzistues
790119408|48|F|3|Uneducated|Married|Less than $40K|Blue|41|3|2|4960|0|4960|2430|48|Larguar
771332283|50|M|4|Graduate|Married|$80K - $120K|Blue|38|1|3|4601|2517|2084|5056|80|Ekzistues
771408483|48|M|5|Unknown|Unknown|$60K - $80K|Blue|36|1|2|4100|1956|2144|3584|61|Ekzistues
811912608|52|F|3|Graduate|Married|$40K - $60K|Blue|47|2|0|2741|1639|1102|5077|87|Ekzistues
708684108|46|F|4|Graduate|Married|$40K - $60K|Blue|34|3|1|4152|1446|2706|2218|30|Larguar
768638208|50|F|2|Uneducated|Married|Less than $40K|Blue|44|1|2|3386|2517|869|4890|65|Ekzistues
803115258|62|M|0|College|Unknown|$40K - $60K|Blue|56|6|2|3477|0|3477|2113|40|Larguar
708869283|50|M|4|High School|Married|$80K - $120K|Blue|41|3|3|23209|1308|21901|3530|71|Ekzistues
720892833|50|F|3|Graduate|Married|$40K - $60K|Blue|39|3|2|12610|1123|11487|4199|67|Ekzistues
709762008|48|F|4|High School|Married|Less than $40K|Blue|38|1|1|2090|793|1297|4619|78|Ekzistues
708600033|46|M|2|Graduate|Married|$40K - $60K|Blue|39|3|1|1610|0|1610|4958|87|Ekzistues
708736608|40|M|3|Graduate|Married|$120K +|Blue|27|3|2|2269|0|2269|2108|39|Larguar
713047608|40|F|2|College|Unknown|Less than $40K|Blue|36|1|3|2387|2013|374|2134|41|Larguar
711717258|54|F|3|Graduate|Single|$40K - $60K|Blue|39|4|1|4036|1329|2707|5315|82|Ekzistues
711886383|54|F|5|High School|Married|Unknown|Blue|44|3|3|5342|605|4737|2426|46|Larguar
713058858|54|F|2|Graduate|Unknown|Less than $40K|Blue|46|3|2|1695|913|782|2130|48|Larguar
713993208|37|F|3|Doctorate|Married|Less than $40K|Blue|36|5|2|1438.3|0|1438.3|4314|82|Ekzistues
717855933|38|F|2|High School|Married|$40K - $60K|Blue|27|2|3|1776|1586|190|4350|71|Ekzistues
713436183|42|F|3|High School|Married|$40K - $60K|Blue|29|3|2|5640|0|5640|4739|80|Ekzistues
778360608|42|F|1|College|Divorced|Less than $40K|Blue|22|3|2|2403|1105|1298|4186|77|Ekzistues
710914158|45|F|4|College|Married|Less than $40K|Blue|36|1|2|3349|2517|832|4405|55|Ekzistues
714789033|54|F|1|Graduate|Married|Less than $40K|Blue|50|3|3|3173|2517|656|2763|51|Larguar
809811858|43|M|5|High School|Unknown|$80K - $120K|Blue|38|3|2|1504|0|1504|2530|43|Larguar
826709658|45|F|3|Graduate|Divorced|$40K - $60K|Blue|41|3|3|1477|0|1477|2214|43|Larguar
752648883|49|F|2|College|Single|Less than $40K|Blue|41|3|1|2018|1366|652|4842|69|Ekzistues
715771608|41|M|3|Graduate|Married|$120K +|Silver|36|3|2|34516|1453|33063|4147|76|Ekzistues
719061933|44|F|4|Graduate|Married|Unknown|Blue|34|4|2|2105|0|2105|4190|67|Ekzistues
792345258|46|F|2|Uneducated|Divorced|Unknown|Blue|40|2|3|20080|0|20080|4620|70|Ekzistues
711765708|39|F|1|Graduate|Unknown|Less than $40K|Blue|36|4|1|6690|1912|4778|3875|60|Ekzistues
783393633|46|M|3|Graduate|Unknown|$80K - $120K|Blue|37|4|3|1530|0|1530|4256|78|Ekzistues
779667408|58|M|1|Post-Graduate|Single|$80K - $120K|Blue|41|2|1|2915|1494|1421|4235|73|Ekzistues
805461783|47|F|3|Graduate|Divorced|Less than $40K|Blue|42|4|0|1438.3|0|1438.3|4735|87|Ekzistues
719098308|56|F|2|High School|Single|Less than $40K|Blue|42|4|2|2423|268|2155|2516|59|Larguar
771433608|54|M|4|Uneducated|Single|$80K - $120K|Blue|42|2|2|11742|0|11742|4053|70|Ekzistues
825811158|51|F|2|High School|Single|Less than $40K|Blue|47|2|3|3069|2517|552|4512|83|Ekzistues
715252383|58|F|2|High School|Divorced|Unknown|Gold|36|4|3|34516|1864|32652|3595|52|Ekzistues
809092458|36|F|4|Uneducated|Married|$40K - $60K|Blue|31|2|3|2517|1336|1181|5211|83|Ekzistues
713706258|52|F|1|Unknown|Single|Less than $40K|Blue|43|2|1|1438.3|773|665.3|4890|63|Ekzistues
714693708|45|F|3|Graduate|Married|$40K - $60K|Blue|36|3|1|2216|1992|224|4103|77|Ekzistues
721072908|51|M|0|Doctorate|Single|$60K - $80K|Blue|36|2|3|3232|1346|1886|5102|69|Ekzistues
716675358|54|F|1|College|Single|Less than $40K|Blue|41|2|2|3478|941|2537|4607|83|Ekzistues
708128733|50|F|3|Post-Graduate|Single|Unknown|Blue|36|4|3|1814|0|1814|5014|99|Ekzistues
711392508|37|F|2|Graduate|Married|Less than $40K|Blue|25|2|1|1438.3|0|1438.3|4513|75|Ekzistues
771420708|42|F|4|Unknown|Single|Less than $40K|Blue|30|2|1|1446|621|825|4860|68|Ekzistues
721207908|47|F|5|High School|Single|Less than $40K|Blue|37|2|3|1493|0|1493|4655|95|Ekzistues
715798608|45|F|4|Graduate|Married|$40K - $60K|Blue|34|4|2|4244|1066|3178|4016|89|Ekzistues
716758008|40|M|5|High School|Single|$40K - $60K|Blue|20|2|1|2984|1879|1105|4813|83|Ekzistues
714847983|48|M|3|Unknown|Single|$80K - $120K|Blue|36|4|2|2713|2201|512|4220|79|Ekzistues
716975583|42|F|2|Unknown|Single|$40K - $60K|Blue|34|4|3|2471|1658|813|4406|62|Ekzistues
804434058|47|M|1|College|Married|$60K - $80K|Silver|42|4|2|27437|0|27437|4660|79|Ekzistues
714293358|54|F|4|College|Single|Less than $40K|Blue|46|2|1|4166|989|3177|4584|70|Ekzistues
710989008|38|M|1|Graduate|Unknown|$40K - $60K|Blue|27|6|0|13100|1436|11664|3201|78|Ekzistues
757194408|43|M|3|College|Married|$60K - $80K|Blue|36|3|3|1438.3|0|1438.3|1707|38|Larguar
711459483|43|F|3|High School|Unknown|Less than $40K|Blue|36|2|3|2242|0|2242|4845|66|Ekzistues
762020133|37|F|3|High School|Married|Unknown|Blue|30|3|3|9874|0|9874|2446|47|Larguar
719256483|41|F|4|High School|Single|$40K - $60K|Blue|30|3|3|4432|1335|3097|4144|79|Ekzistues
717211608|45|F|3|Unknown|Single|Less than $40K|Blue|34|4|2|4975|1221|3754|4776|68|Ekzistues
717125958|49|F|3|Unknown|Married|Less than $40K|Blue|38|5|1|2652|1581|1071|4747|80|Ekzistues
779261433|54|F|2|Graduate|Single|Less than $40K|Blue|36|1|2|2043|1597|446|3553|61|Ekzistues
780720258|45|M|4|High School|Divorced|Less than $40K|Blue|34|2|3|3489|2517|972|2684|39|Larguar
715593783|52|M|1|Unknown|Married|$80K - $120K|Blue|36|2|2|14858|1594|13264|4286|72|Ekzistues
770858283|40|F|4|High School|Married|$40K - $60K|Blue|27|2|2|2822|2182|640|5371|93|Ekzistues
718570158|54|F|4|College|Single|Less than $40K|Blue|44|3|2|2901|2517|384|4731|83|Ekzistues
711039633|52|F|4|Post-Graduate|Married|Less than $40K|Blue|36|3|3|1594|0|1594|4653|65|Ekzistues
714074808|58|F|0|High School|Married|Less than $40K|Blue|36|3|1|2241|1670|571|4653|75|Ekzistues
710439483|51|F|2|Graduate|Single|Less than $40K|Blue|39|4|2|2581|1722|859|4431|79|Ekzistues
717516333|40|M|2|Graduate|Married|$120K +|Blue|33|4|1|14713|905|13808|4125|82|Ekzistues
788835408|49|F|3|Unknown|Married|Less than $40K|Blue|33|3|3|2910|0|2910|2648|41|Larguar
716414958|39|F|3|High School|Single|Unknown|Blue|36|3|3|2366|1927|439|3659|66|Ekzistues
712327608|54|F|0|Doctorate|Single|Less than $40K|Blue|36|3|2|2708|0|2708|2321|45|Larguar
796326483|42|M|3|High School|Married|$80K - $120K|Blue|36|4|3|1681|0|1681|5416|82|Ekzistues
714146208|40|F|4|Unknown|Single|Less than $40K|Blue|32|1|1|2594|2159|435|3872|71|Ekzistues
779166783|41|F|4|Unknown|Single|$40K - $60K|Blue|31|1|2|2128|1383|745|3968|81|Ekzistues
720818658|50|F|1|Uneducated|Married|Less than $40K|Blue|38|3|3|1438.3|0|1438.3|4594|86|Ekzistues
712982808|47|M|2|Doctorate|Divorced|$80K - $120K|Blue|32|3|3|1438.3|0|1438.3|2388|42|Larguar
718657083|46|M|3|High School|Married|$60K - $80K|Blue|36|3|1|4696|0|4696|4828|62|Ekzistues
715222533|52|F|3|Graduate|Married|Less than $40K|Blue|36|3|3|2566|1079|1487|2340|36|Larguar
718187508|53|F|2|Unknown|Married|Unknown|Blue|36|4|3|2592|1364|1228|4208|68|Ekzistues
802455633|56|F|1|Unknown|Single|Less than $40K|Blue|50|4|1|1698|0|1698|4371|74|Ekzistues
714493983|57|F|2|Graduate|Married|$40K - $60K|Blue|47|2|2|4682|1010|3672|4322|83|Ekzistues
780664758|56|F|2|Uneducated|Married|$40K - $60K|Blue|44|1|2|4439|1513|2926|4532|95|Ekzistues
718466883|34|F|1|Uneducated|Single|Less than $40K|Blue|25|1|2|2689|1618|1071|4237|79|Ekzistues
771338658|46|M|2|High School|Married|$80K - $120K|Blue|30|3|1|11670|915|10755|4277|89|Ekzistues
709052883|47|F|4|High School|Single|$40K - $60K|Blue|36|1|1|1596|0|1596|5678|81|Ekzistues
708373083|40|F|4|Unknown|Married|$40K - $60K|Blue|30|3|4|3356|2517|839|2032|39|Larguar
716157408|53|M|0|High School|Married|$60K - $80K|Blue|46|4|2|1590|0|1590|4229|73|Ekzistues
713305233|55|M|2|Graduate|Single|$80K - $120K|Blue|46|5|2|4994|0|4994|4802|81|Ekzistues
713000058|51|F|3|Graduate|Married|$40K - $60K|Silver|44|2|3|16406|0|16406|4075|75|Ekzistues
714909858|52|F|2|Unknown|Married|Less than $40K|Blue|36|3|1|2451|1733|718|5283|90|Ekzistues
804371733|40|M|2|Uneducated|Married|$80K - $120K|Blue|29|2|3|9109|1347|7762|3991|84|Ekzistues
772846383|45|F|1|Unknown|Single|Less than $40K|Blue|36|4|1|2632|1480|1152|4787|89|Ekzistues
712552608|46|F|3|Graduate|Married|Less than $40K|Blue|34|3|1|1438.3|0|1438.3|2658|43|Larguar
719887008|38|F|3|Graduate|Married|Less than $40K|Blue|36|4|3|1757|1352|405|4121|81|Ekzistues
773342808|46|F|1|Unknown|Single|Less than $40K|Blue|40|4|3|2711|1793|918|5084|79|Ekzistues
708375858|47|F|4|High School|Divorced|Less than $40K|Blue|36|4|2|2776|1341|1435|4318|68|Ekzistues
789417708|44|F|2|Uneducated|Married|$40K - $60K|Blue|35|2|1|1438.3|1091|347.3|4988|90|Ekzistues
794675058|36|M|3|Graduate|Married|$80K - $120K|Blue|21|3|2|5015|1963|3052|2491|43|Larguar
718034058|40|M|4|Graduate|Single|$60K - $80K|Blue|36|2|2|8529|901|7628|4252|68|Ekzistues
778919583|49|F|0|Graduate|Married|Less than $40K|Blue|30|2|0|1604|1112|492|4253|68|Ekzistues
713850783|56|F|1|College|Married|Unknown|Blue|36|2|2|4263|0|4263|4876|70|Ekzistues
814785108|45|F|1|Graduate|Married|Less than $40K|Blue|40|3|2|2493|1655|838|4473|76|Ekzistues
809616108|38|F|2|High School|Single|Less than $40K|Blue|33|3|3|1568|0|1568|2812|59|Larguar
809378133|43|F|3|Uneducated|Single|Less than $40K|Blue|38|1|2|1521|0|1521|4880|79|Ekzistues
779658408|48|M|2|Graduate|Single|$40K - $60K|Blue|31|3|3|3261|1730|1531|4242|65|Ekzistues
717954333|39|F|2|Unknown|Single|Less than $40K|Blue|25|2|1|1781|935|846|5093|77|Ekzistues
737052258|62|F|1|Unknown|Single|Less than $40K|Blue|55|1|1|5284|2517|2767|4525|63|Ekzistues
708108333|47|F|3|Graduate|Married|Unknown|Blue|36|3|1|5590|0|5590|1507|32|Larguar
715047333|57|F|1|High School|Married|Unknown|Blue|36|2|3|1734|980|754|4313|92|Ekzistues
714390858|48|F|5|Unknown|Single|Unknown|Blue|36|2|3|7645|931|6714|5016|73|Ekzistues
717107808|48|F|1|Uneducated|Unknown|$40K - $60K|Blue|39|4|2|1438.3|1218|220.3|4600|76|Ekzistues
713564208|34|F|1|Graduate|Unknown|Less than $40K|Blue|23|1|1|2207|1527|680|4159|64|Ekzistues
720357483|46|F|1|College|Married|Less than $40K|Blue|23|2|1|1723|1010|713|4112|82|Ekzistues
803339583|49|F|2|Post-Graduate|Married|Less than $40K|Blue|44|4|2|1644|0|1644|4898|82|Ekzistues
708972783|48|F|4|College|Married|Less than $40K|Blue|37|2|3|1745|0|1745|2297|44|Larguar
710157108|42|F|3|Graduate|Single|$40K - $60K|Blue|33|2|3|3376|1661|1715|4629|75|Ekzistues
721483158|47|M|3|Graduate|Married|$60K - $80K|Blue|29|3|3|7298|0|7298|4512|72|Ekzistues
767553333|45|M|3|Graduate|Single|$80K - $120K|Blue|39|3|3|8383|0|8383|2600|44|Larguar
710436108|41|M|4|High School|Unknown|$40K - $60K|Blue|29|4|2|3600|746|2854|4184|61|Ekzistues
779870883|45|F|4|High School|Single|$40K - $60K|Blue|29|2|1|4595|1781|2814|3746|68|Ekzistues
817188408|57|M|0|Uneducated|Divorced|$80K - $120K|Blue|39|4|3|2795|1832|963|4679|67|Ekzistues
719723658|49|F|2|Uneducated|Single|Less than $40K|Blue|39|1|3|1768|0|1768|4628|90|Ekzistues
806189658|50|F|2|Uneducated|Single|Less than $40K|Blue|45|2|3|1780|893|887|4630|73|Ekzistues
789070233|51|F|3|Graduate|Divorced|Less than $40K|Blue|39|4|3|2987|1764|1223|4339|72|Ekzistues
712013808|44|F|4|Uneducated|Single|Unknown|Blue|24|3|2|2717|1720|997|4196|71|Ekzistues
708602283|40|F|4|Uneducated|Married|Unknown|Blue|36|3|1|2887|0|2887|3941|82|Ekzistues
809452383|37|F|2|Graduate|Married|Less than $40K|Blue|32|1|3|1438.3|0|1438.3|4733|89|Ekzistues
714413283|46|M|3|Unknown|Married|$80K - $120K|Blue|40|1|1|10879|860|10019|4629|69|Ekzistues
712407783|39|F|1|Graduate|Single|Less than $40K|Blue|28|3|3|1809|1181|628|4452|83|Ekzistues
720062508|38|F|2|Unknown|Married|$40K - $60K|Blue|28|2|2|1628|0|1628|2527|41|Larguar
717878883|45|F|3|Unknown|Single|Less than $40K|Blue|36|4|0|1438.3|0|1438.3|4463|71|Ekzistues
714013983|37|F|4|Post-Graduate|Married|Less than $40K|Blue|36|3|3|1586|0|1586|2109|41|Larguar
753208833|43|F|5|Uneducated|Married|$40K - $60K|Blue|36|3|2|2311|1320|991|3967|71|Ekzistues
721241583|48|F|3|Graduate|Married|Less than $40K|Blue|43|3|2|2109|1205|904|2935|60|Ekzistues
713695158|51|F|4|Uneducated|Divorced|Less than $40K|Blue|40|4|3|1562|1057|505|5019|78|Ekzistues
711540108|44|F|4|Doctorate|Unknown|Unknown|Blue|33|3|6|1438.3|0|1438.3|2316|48|Larguar
823878408|39|M|4|Graduate|Married|$80K - $120K|Blue|35|2|1|2981|757|2224|4824|76|Ekzistues
779533983|47|M|2|College|Divorced|$80K - $120K|Blue|31|1|3|5295|723|4572|4412|90|Ekzistues
713583408|51|F|4|Graduate|Single|$40K - $60K|Blue|37|3|2|4708|920|3788|2179|50|Larguar
714037308|54|M|2|High School|Married|$60K - $80K|Blue|50|1|3|2210|1002|1208|4798|86|Ekzistues
715581633|53|F|3|Unknown|Married|$40K - $60K|Blue|45|3|1|1972|0|1972|5085|73|Ekzistues
795684783|48|M|4|High School|Single|$60K - $80K|Blue|42|4|2|2384|1596|788|3149|59|Ekzistues
718645308|35|M|4|College|Married|Less than $40K|Blue|36|3|3|2311|1222|1089|4730|89|Ekzistues
717870108|46|F|4|Unknown|Unknown|$40K - $60K|Blue|37|4|2|1912|1172|740|4841|81|Ekzistues
815515158|49|F|2|Unknown|Single|$40K - $60K|Blue|44|1|3|2147|1402|745|4240|69|Ekzistues
713957283|42|F|4|Uneducated|Married|Less than $40K|Blue|23|2|3|3214|0|3214|2119|44|Larguar
715058433|43|F|4|Uneducated|Married|Less than $40K|Blue|36|3|3|3006|879|2127|5125|87|Ekzistues
794771208|52|M|3|Unknown|Single|$80K - $120K|Blue|46|1|2|2735|1942|793|3724|66|Ekzistues
720180633|50|M|2|College|Married|$120K +|Blue|36|2|3|3390|2385|1005|4128|73|Ekzistues
815539233|54|M|4|High School|Single|$80K - $120K|Silver|49|3|4|34516|214|34302|1201|22|Larguar
778933983|55|F|0|Uneducated|Unknown|Unknown|Blue|39|3|3|11249|2012|9237|3882|55|Ekzistues
717960033|52|F|1|Graduate|Single|Less than $40K|Blue|44|3|1|2484|1495|989|4084|86|Ekzistues
825368658|40|F|4|High School|Single|Less than $40K|Blue|36|5|3|2932|1664|1268|4795|82|Ekzistues
721154208|60|F|1|Unknown|Married|Less than $40K|Blue|36|4|3|2882|2081|801|4933|103|Ekzistues
718572408|45|F|5|Post-Graduate|Unknown|Less than $40K|Blue|36|2|3|2658|694|1964|4774|92|Ekzistues
749571633|44|F|2|College|Unknown|Unknown|Blue|37|3|3|5589|1336|4253|4262|75|Ekzistues
713914683|44|F|1|Graduate|Single|$40K - $60K|Blue|36|4|2|1484|885|599|4819|74|Ekzistues
713301633|57|F|3|Doctorate|Single|Unknown|Blue|36|1|1|1678|1162|516|4402|87|Ekzistues
711399408|34|F|2|Graduate|Divorced|Unknown|Blue|25|3|4|12373|0|12373|2462|40|Larguar
711494208|52|M|2|Unknown|Married|Less than $40K|Blue|36|3|3|2846|1606|1240|5092|86|Ekzistues
711716133|42|F|3|High School|Married|$40K - $60K|Blue|34|3|1|1585|1381|204|2360|40|Larguar
713906508|42|F|3|Unknown|Single|Less than $40K|Blue|36|3|3|2837|834|2003|3892|69|Ekzistues
708768258|51|F|4|Doctorate|Married|Less than $40K|Blue|43|1|2|2066|1077|989|4678|91|Ekzistues
719538183|47|M|1|High School|Married|$60K - $80K|Blue|36|4|3|20789|0|20789|4105|67|Ekzistues
718957083|48|F|1|Graduate|Single|Less than $40K|Blue|35|2|2|1449|0|1449|4797|88|Ekzistues
720872433|39|F|1|Uneducated|Single|$40K - $60K|Blue|28|3|6|3911|0|3911|2867|42|Larguar
779403558|56|F|0|Unknown|Married|Less than $40K|Blue|45|1|1|1737|0|1737|4611|73|Ekzistues
788994783|48|F|3|Graduate|Single|Less than $40K|Blue|35|4|3|1815|557|1258|4519|76|Ekzistues
715530258|46|F|2|Post-Graduate|Single|Unknown|Blue|37|3|3|4848|2517|2331|2353|53|Larguar
803380383|46|F|5|Graduate|Divorced|Less than $40K|Blue|40|3|3|1592|925|667|4615|90|Ekzistues
716766033|40|F|4|Unknown|Single|Less than $40K|Blue|31|2|3|1768|1242|526|4439|65|Ekzistues
757300008|44|F|2|Graduate|Single|Unknown|Blue|37|3|3|8128|2344|5784|4251|80|Ekzistues
810986883|45|F|0|High School|Single|Unknown|Blue|40|4|0|2557|1898|659|4808|83|Ekzistues
819200133|44|M|3|Graduate|Unknown|$60K - $80K|Blue|39|4|3|2991|642|2349|4646|62|Ekzistues
710410158|49|M|2|Graduate|Unknown|$80K - $120K|Blue|38|4|3|34516|0|34516|1592|35|Larguar
714488433|45|M|2|Unknown|Married|$80K - $120K|Blue|36|2|3|19099|2517|16582|4837|77|Ekzistues
714267858|44|F|2|High School|Single|Unknown|Blue|37|2|1|4559|1680|2879|4934|76|Ekzistues
827062158|58|M|2|High School|Single|$80K - $120K|Blue|54|3|2|22981|1696|21285|4192|66|Ekzistues
710669733|38|F|1|Graduate|Single|$40K - $60K|Blue|36|2|2|2358|1965|393|4922|80|Ekzistues
716498883|48|M|4|Graduate|Single|$80K - $120K|Blue|36|4|1|22067|685|21382|3577|64|Ekzistues
780529908|43|F|3|College|Single|Less than $40K|Blue|30|3|2|2023|1331|692|5098|79|Ekzistues
714028083|36|F|1|Unknown|Single|Unknown|Blue|31|1|2|2222|0|2222|4095|65|Ekzistues
714572208|59|M|2|Graduate|Single|$60K - $80K|Blue|36|3|2|1438.3|788|650.3|4297|65|Ekzistues
708976908|40|M|3|Post-Graduate|Single|$80K - $120K|Blue|36|4|3|8958|0|8958|2131|43|Larguar
721409358|36|F|1|Uneducated|Single|Less than $40K|Blue|21|2|1|1937|733|1204|4547|73|Ekzistues
809311758|40|M|3|Unknown|Single|$60K - $80K|Silver|35|3|2|25219|1503|23716|4429|87|Ekzistues
712602708|36|M|3|Unknown|Unknown|$80K - $120K|Blue|36|1|2|1815|0|1815|2039|34|Larguar
789087858|60|F|0|Graduate|Married|$40K - $60K|Blue|48|2|1|3361|2473|888|4589|69|Ekzistues
711264033|47|M|3|Doctorate|Divorced|$40K - $60K|Blue|36|2|3|4786|1516|3270|4973|74|Ekzistues
770180808|37|F|4|Graduate|Single|Unknown|Blue|31|3|2|1438.3|0|1438.3|5001|91|Ekzistues
789271533|51|F|1|Doctorate|Single|Less than $40K|Blue|40|3|2|1438.3|908|530.3|4653|74|Ekzistues
720152058|42|F|1|Doctorate|Single|Less than $40K|Blue|35|1|3|2725|2444|281|4965|85|Ekzistues
826490133|42|F|4|Uneducated|Divorced|Unknown|Blue|38|3|2|10039|1600|8439|4685|76|Ekzistues
717966933|45|F|5|Uneducated|Married|Unknown|Blue|37|1|1|2467|1446|1021|5024|81|Ekzistues
